draws,first_name,height,last_name,losses,reach,stance,url,weight,wins,fighter_id
3,Brian,"5' 7""",Lo-A-Njoe,9,--,Orthodox,"7abce81b72fbbd9b""",155 lbs.,6,1317
4,John,"5' 11""",Lober,9,--,Orthodox,"31652c9267606d54""",199 lbs.,5,1318
1,Artem,"5' 9""",Lobov,14,"65.0""",Southpaw,"02f2a9702ba3d167""",145 lbs.,14,1319
0,Sean,"6' 3""",Loeffler,5,--,Orthodox,"d3d1ff3f3dfa0931""",185 lbs.,25,1320
0,David,"6' 0""",Loiseau,10,"76.0""",Orthodox,"22e47b53e4ceb27c""",185 lbs.,20,1321
1,Hector,"5' 9""",Lombard,9,"71.0""",Southpaw,"db1f2ed63b54b9a7""",185 lbs.,34,1322
1,Rocky,--,Long,27,--,,"10e04e5e81f391a0""",145 lbs.,19,1323
0,Thomas,"5' 9""",Longacre,1,--,Orthodox,"989be26791d0aad4""",145 lbs.,6,1324
0,Lucas,"6' 2""",Lopes,13,--,,"1f70dd67ad507990""",185 lbs.,19,1325
0,Dileno,"5' 5""",Lopes,3,"65.0""",,"8270c00fae24c922""",135 lbs.,19,1326
1,Ivan,"5' 6""",Lopez,1,--,Southpaw,"0db9d2486d564a3c""",135 lbs.,8,1327
1,Steve,"5' 11""",Lopez,6,--,Orthodox,"6085ceb59087514b""",155 lbs.,12,1328
0,Federico,"5' 4""",Lopez,5,--,Orthodox,"9681e0ce67dc978b""",139 lbs.,5,1329
0,Jorge,"5' 10""",Lopez,3,--,Orthodox,"ee624ee2a18f2a43""",170 lbs.,11,1330
0,Christopher,"5' 10""",Lopez,1,--,,"5148a665aa527865""",170 lbs.,9,1331
0,Matthew,"5' 7""",Lopez,3,"69.0""",Southpaw,"2fc7e9701642ca38""",135 lbs.,10,1332
0,Benito,"5' 10""",Lopez,0,"73.0""",Switch,"773f7feacf96153e""",135 lbs.,9,1333
0,Brendan,"5' 9""",Loughnane,2,"71.0""",,"b788862dd1c11eac""",155 lbs.,5,1334
0,Nate,"6' 2""",Loughran,1,--,Orthodox,"cbf94e4c4af4ff6d""",185 lbs.,9,1335
0,Ian,"5' 8""",Loveland,9,--,Orthodox,"eea0274e153256a0""",145 lbs.,14,1336
0,Jakob,"6' 3""",Lovstad,4,--,Orthodox,"ad044be25c94dcfd""",205 lbs.,11,1337
0,Waylon,"5' 7""",Lowe,5,--,Southpaw,"28f62d866c59c709""",145 lbs.,11,1338
0,Matt,"6' 1""",Lucas,2,--,,"668222c99c5c311d""",205 lbs.,14,1339
0,Cleber,"5' 6""",Luciano,6,--,,"9bdebbf2735d14c2""",155 lbs.,14,1340
0,Duane,"5' 10""",Ludwig,14,"70.0""",Orthodox,"84ac950d4c1722dd""",170 lbs.,29,1341
0,Mike,"5' 8""",Lullo,3,--,Orthodox,"e26882820f9e8df5""",145 lbs.,8,1342
0,Alexandru,"6' 0""",Lungu,2,--,Orthodox,"4887e5bc4dbb73ff""",385 lbs.,8,1343
1,Vicente,"5' 11""",Luque,6,"75.0""",,"6d4b63c767106d3a""",170 lbs.,12,1344
0,Travis,"5' 11""",Lutter,6,"75.0""",Orthodox,"622f015c81a9b13a""",185 lbs.,10,1345
0,Stevie,"5' 10""",Lynch,2,--,Orthodox,"710d93f1508f7104""",170 lbs.,5,1346
0,Adam,"5' 10""",Lynn,8,--,Orthodox,"edfe95e3c33a4bf8""",155 lbs.,17,1347
5,Chris,"5' 11""",Lytle,18,"68.0""",Orthodox,"91acd6910b802a9e""",170 lbs.,31,1348
0,William,"5' 11""",Patolino,3,"75.0""",Orthodox,"ed74afc8b5b47a61""",170 lbs.,8,1349
0,Jason,"6' 3""",MacDonald,16,"80.0""",Orthodox,"2be6596a9db33bf5""",185 lbs.,26,1350
0,Rob,"6' 3""",MacDonald,4,"78.0""",Orthodox,"f3388d2cf7ab3f64""",205 lbs.,5,1351
0,Rory,"6' 0""",MacDonald,4,"76.0""",Orthodox,"cbd5d3cdd862e90e""",170 lbs.,18,1352
1,Veronica,"5' 4""",Macedo,1,"64.0""",Southpaw,"4798e823ada58fe9""",135 lbs.,5,1353
0,Ilima,"5' 4""",Macfarlane,0,--,,"8cf90e41646491fd""",125 lbs.,6,1354
0,Lyoto,"6' 1""",Machida,8,"74.0""",Southpaw,"f7a7f7118d4b01b6""",185 lbs.,23,1355
0,Jon,"5' 11""",Koppenhaver,4,--,Orthodox,"cd7bafbeee1f29a0""",170 lbs.,11,1356
0,Anthony,"5' 9""",Macias,16,--,Switch,"dedc3bb440d09554""",185 lbs.,26,1357
0,Reza,"5' 11""",Madadi,6,"72.0""",Orthodox,"e25bcbcdaf6537a1""",155 lbs.,14,1358
1,Don,"6' 0""",Madge,3,--,,"68c7ad953455c73f""",155 lbs.,7,1359
0,Ryan,"6' 0""",Madigan,3,--,Orthodox,"a8d521d913df4e31""",170 lbs.,5,1360
0,Jon,"6' 0""",Madsen,1,"72.0""",Orthodox,"7691a80e6ca3e55b""",240 lbs.,7,1361
2,Yoshiro,"5' 7""",Maeda,12,"68.0""",Southpaw,"a4bf17bd3ba3423b""",139 lbs.,28,1362
0,Leonardo,"5' 10""",Mafra,3,"70.0""",Orthodox,"8bbc0cfc01bc1ba1""",155 lbs.,12,1363
0,Vinny,"6' 3""",Magalhaes,7,"79.0""",Orthodox,"88a9bc81271ccd89""",205 lbs.,11,1364
0,Caio,"6' 1""",Magalhaes,3,"73.0""",Orthodox,"0c5c66ddd1886b83""",185 lbs.,9,1365
0,Bernardo,"5' 9""",Magalhaes,3,"65.0""",Orthodox,"7a613f78dd7ee8f8""",155 lbs.,11,1366
0,Brandon,--,Magana,2,--,Orthodox,"2015c944226ad2df""",170 lbs.,6,1367
0,Angela,"5' 1""",Magana,9,"65.0""",,"bd878a638e0e3be3""",115 lbs.,11,1368
0,Neil,"6' 3""",Magny,7,"80.0""",Orthodox,"84b3e7d38f2d2ec5""",170 lbs.,20,1369
1,Ibragim,"6' 0""",Magomedov,7,--,Orthodox,"e7e970d508529bf3""",250 lbs.,22,1370
0,Rashid,"5' 9""",Magomedov,2,"70.0""",Orthodox,"7ea1f74cef32f906""",155 lbs.,20,1371
0,Ruslan,"6' 3""",Magomedov,1,"78.0""",Orthodox,"369e1ce458ef50a6""",242 lbs.,14,1372
0,Zabit,"6' 1""",Magomedsharipov,1,"73.0""",Orthodox,"87aa9fb63d6b51a1""",145 lbs.,15,1373
0,John,"5' 9""",Maguire,6,"69.0""",Southpaw,"1a7745388839e52b""",155 lbs.,18,1374
1,Lolohea,--,Mahe,2,--,,"fb0b6593cec84356""",--,5,1375
1,Bill,"6' 3""",Mahood,7,--,Orthodox,"ae58685caf8e4a0d""",200 lbs.,20,1376
0,Klayton,"5' 9""",Mai,3,--,,"7a9c1bb08a743d7f""",125 lbs.,8,1377
0,Demian,"6' 1""",Maia,8,"72.0""",Southpaw,"427b5953ac8e3a27""",170 lbs.,25,1378
1,Jennifer,"5' 4""",Maia,4,--,,"8e1f36476ef02a6a""",125 lbs.,15,1379
1,Levan,"5' 8""",Makashvili,2,"68.0""",Orthodox,"938ad489fb7a1f31""",145 lbs.,10,1380
0,John,"5' 8""",Makdessi,6,"68.0""",Orthodox,"c21a036b4e012f1c""",155 lbs.,15,1381
0,Islam,"5' 10""",Makhachev,1,"70.0""",Orthodox,"275aca31f61ba28c""",155 lbs.,15,1382
0,Zach,"5' 4""",Makovsky,8,"64.0""",Southpaw,"57ab4d7c0bc09a30""",125 lbs.,19,1383
0,Jeremy,"5' 11""",Malaterre,2,--,,"110404b505fb562c""",155 lbs.,4,1384
0,Fabio,"6' 1""",Maldonado,9,"75.0""",Orthodox,"1fb80f46d3c105d9""",205 lbs.,22,1385
0,Marvin,"5' 6""",Maldonado,4,--,,"e5ce754b01f922be""",135 lbs.,2,1386
0,Nazareno,"5' 8""",Malegarie,5,"70.0""",,"d38e8c6ae2dfc051""",155 lbs.,28,1387
0,Carl,"5' 11""",Malenko,4,--,Orthodox,"a314687f372b2cec""",200 lbs.,6,1388
1,Mike,"6' 0""",Malott,1,--,,"dd6103dd7127db1d""",145 lbs.,5,1389
1,Melvin,"5' 9""",Manhoef,9,--,Orthodox,"e5767ed355a937c2""",185 lbs.,25,1390
0,Melchor,"5' 5""",Manibusan,4,--,Southpaw,"b6c6d1731ff00eeb""",154 lbs.,2,1391
0,Jon,"6' 1""",Manley,3,"75.0""",Orthodox,"a0602dd050bebefc""",170 lbs.,7,1392
0,Steve,"6' 1""",Mann,5,--,,"0eef1bf99afd4ff2""",170 lbs.,12,1393
2,Chris,"5' 9""",Manuel,3,--,Orthodox,"a23e63184c65f5b8""",135 lbs.,8,1394
0,Jimi,"6' 1""",Manuwa,4,"79.0""",Orthodox,"1e1dbd1cc5a7469e""",205 lbs.,17,1395
0,Cristiano,"5' 9""",Marcello,6,"72.0""",Orthodox,"ff4c3ab594c7fac3""",155 lbs.,13,1396
0,Jose,"5' 5""",Maria,5,--,Orthodox,"b35ba64b6a2bbcb3""",125 lbs.,33,1397
0,Enrique,"5' 10""",Marin,4,"74.0""",,"23a6e307077c6ccc""",170 lbs.,9,1398
0,Ronny,"6' 1""",Markes,3,"75.0""",Orthodox,"bd21a1e3d41c97ee""",185 lbs.,14,1399
0,Rory,"6' 0""",Markham,6,"71.0""",Orthodox,"23a16ebe733e3041""",170 lbs.,16,1400
0,Randa,"5' 4""",Markos,6,"63.0""",Orthodox,"4a57ebb14315b251""",115 lbs.,8,1401
0,Christina,"5' 7""",Marks,9,"69.0""",Orthodox,"c7be22a47a58365a""",125 lbs.,8,1402
2,Nate,"6' 0""",Marquardt,19,"74.0""",Orthodox,"a8e6a69796280f17""",185 lbs.,38,1403
0,Julian,"6' 2""",Marquez,1,"75.0""",Orthodox,"d0e1b42d41dab603""",185 lbs.,7,1404
0,Carmelo,"6' 0""",Marrero,5,"73.0""",Orthodox,"aa03a3ca00ac6827""",205 lbs.,14,1405
0,John,"6' 0""",Marsh,7,--,Orthodox,"b6b12014698cc345""",265 lbs.,8,1406
0,CJ,--,Marsh,1,--,,"4c91eb190d5e0dd9""",--,5,1407
0,Eliot,"6' 2""",Marshall,4,"77.0""",Orthodox,"a08d909a5be6f410""",205 lbs.,10,1408
0,Doug,"5' 10""",Marshall,5,--,Orthodox,"0c1773639c795466""",205 lbs.,13,1409
0,David,"6' 2""",Marshall,3,--,,"0a2813f89a758ff7""",170 lbs.,8,1410
0,Jack,"6' 0""",Marshman,7,"73.0""",Orthodox,"045f25b3a4c08e81""",170 lbs.,22,1411
0,Terry,"5' 8""",Martin,9,"71.0""",Orthodox,"6a92caba39b64752""",185 lbs.,22,1412
0,Justin,"6' 0""",Martin,3,--,,"3da19339ee7051d5""",185 lbs.,4,1413
0,Joe,"5' 9""",Martin,8,--,,"325550dab63fb25a""",170 lbs.,6,1414
0,Tony,"6' 0""",Martin,4,"73.0""",Orthodox,"5331b25a60417ffb""",170 lbs.,12,1415
0,Danny,"5' 6""",Martinez,7,"67.0""",Orthodox,"8a9c6c4301f6d088""",125 lbs.,18,1416
1,Alonzo,"5' 10""",Martinez,16,--,,"feffee4fc6da3aa3""",155 lbs.,35,1417
0,Henry,"5' 7""",Martinez,3,"68.0""",Southpaw,"76729a829623e266""",155 lbs.,9,1418
0,Wagner da Conceicao,"6' 7""",Martins,7,--,Orthodox,"563d051c9e769b24""",390 lbs.,8,1419
0,Adriano,"5' 10""",Martins,9,"72.0""",Southpaw,"7dcf06c1967801c1""",155 lbs.,28,1420
0,Lucas,"6' 0""",Martins,3,"72.0""",Southpaw,"7413b80dbb0f8f9f""",145 lbs.,16,1421
0,Bristol,"6' 1""",Marunde,9,"71.0""",Orthodox,"a17322f99ddfd8e9""",170 lbs.,12,1422
1,Shoji,"5' 7""",Maruyama,7,--,Orthodox,"c046100aea0dba9a""",139 lbs.,10,1423
0,Mike,"6' 2""",Massenzio,6,"73.0""",Southpaw,"5b2d7906aa894274""",185 lbs.,13,1424
0,Jameel,"5' 10""",Massouh,9,"72.0""",Orthodox,"883922e5cd6d8473""",145 lbs.,26,1425
0,Jorge,"5' 11""",Masvidal,13,"74.0""",Orthodox,"47b9e0e7703a4868""",170 lbs.,32,1426
0,Tateki,"5' 7""",Matsuda,7,"65.0""",Orthodox,"3a524c6700addc24""",125 lbs.,10,1427
5,Daijiro,"5' 9""",Matsui,24,--,Orthodox,"cd42bbe8887bba90""",200 lbs.,12,1428
1,Koichiro,"5' 7""",Matsumoto,3,--,,"2fb6f197d1fbc779""",145 lbs.,15,1429
11,Naoki,"5' 6""",Matsushita,15,--,Orthodox,"990060b2a68a7b82""",155 lbs.,12,1430
0,AJ,"5' 11""",Matthews,1,--,,"18e4f61f16f458c6""",185 lbs.,6,1431
0,Jake,"5' 11""",Matthews,3,"73.0""",Orthodox,"a845f0735bc67405""",170 lbs.,13,1432
0,Claudio,--,Mattos,4,--,Orthodox,"6e2b1d631832921d""",185 lbs.,5,1433
0,Vladimir,"6' 0""",Matyushenko,7,"74.0""",Orthodox,"ccdd90bd1fc7dab6""",205 lbs.,26,1434
0,Elaina,"5' 8""",Maxwell,4,--,Orthodox,"a16ce18149021139""",145 lbs.,6,1435
0,Jeremy,"6' 1""",May,8,--,,"c32fdfe75cda5b22""",185 lbs.,9,1436
0,Jack,"6' 8""",May,2,"79.0""",Switch,"2c6e81426dd7573c""",255 lbs.,7,1437
1,Gray,"5' 9""",Maynard,7,"70.0""",Orthodox,"7d96bc577e5178b2""",145 lbs.,14,1438
0,Gina,"5' 6""",Mazany,1,"68.0""",Southpaw,"016a8d958883167c""",135 lbs.,5,1439
0,Scott,"5' 8""",McAfee,4,--,Orthodox,"7e7d81bf162a5ec1""",155 lbs.,10,1440
0,Michael,"6' 1""",McBride,3,"75.0""",Orthodox,"443f60bec7c3c3d5""",155 lbs.,8,1441
1,Ian,"5' 5""",McCall,5,"64.0""",Orthodox,"701e057d63c124d9""",125 lbs.,13,1442
0,Molly,"5' 4""",McCann,1,--,,"51018a31ddf31eb2""",125 lbs.,7,1443
0,Charles,"5' 10""",McCarthy,5,"71.0""",Orthodox,"da97d6c97d09c030""",185 lbs.,10,1444
0,Sean,"6' 7""",McCorkle,2,"81.0""",Orthodox,"008dc37cca279def""",265 lbs.,13,1445
0,Kris,"6' 0""",McCray,3,"76.0""",Orthodox,"baed16f18348908e""",170 lbs.,6,1446
0,Tamdan,"6' 4""",McCrory,5,"78.0""",Switch,"eff47295daf721a6""",185 lbs.,14,1447
0,Rob,"5' 9""",McCullough,8,"69.0""",Orthodox,"11e3fd7546359fc5""",155 lbs.,19,1448
2,Justin,"6' 1""",McCully,5,"73.0""",Orthodox,"75f871836d41f90f""",225 lbs.,10,1449
0,Bubba,"6' 3""",McDaniel,8,"75.0""",Southpaw,"5cafbc97dba2e797""",185 lbs.,21,1450
0,Michael,"5' 9""",McDonald,4,"70.0""",Orthodox,"d0314416a7f26527""",135 lbs.,17,1451
0,Josh,--,McDonald,4,--,,"b507a76087e3ed9f""",185 lbs.,8,1452
0,Justin,"6' 6""",McElfresh,4,--,Orthodox,"49c29e57d4e2be6f""",205 lbs.,6,1453
0,Drew,"6' 0""",McFedries,6,"72.0""",Southpaw,"1fd4fbdcc67de844""",185 lbs.,10,1454
0,Liam,"6' 6""",McGeary,2,--,,"e4e0993befecdaf8""",205 lbs.,12,1455
0,Gan,"6' 10""",McGee,5,--,Orthodox,"d90b630e0561818b""",265 lbs.,13,1456
0,Court,"5' 11""",McGee,7,"75.0""",Orthodox,"523fa774700d7d3f""",170 lbs.,19,1457
1,Ryan,"5' 11""",McGillivray,5,--,,"1f9c371c93dfd3a9""",170 lbs.,11,1458
0,Ryan,"6' 0""",McGivern,7,--,Orthodox,"856ec65948b7d234""",185 lbs.,13,1459
0,Conor,"5' 9""",McGregor,3,"74.0""",Southpaw,"f4c49976c75c5ab2""",170 lbs.,21,1460
0,Greg,"5' 10""",McIntyre,4,--,Orthodox,"00a905a4a4a2b071""",155 lbs.,6,1461
2,Antonio,"5' 8""",McKee,5,--,Southpaw,"3414b50b08a10600""",155 lbs.,26,1462
0,AJ,"5' 10""",McKee,0,--,,"f3ec0214794a699e""",145 lbs.,8,1463
0,Tim,"6' 0""",McKenzie,8,"74.0""",Orthodox,"9ca265dfe8323db3""",185 lbs.,13,1464
0,Cody,"6' 0""",McKenzie,4,"72.0""",Switch,"7be63795363029e8""",155 lbs.,14,1465
0,Brian,"5' 9""",McLaughlin,2,--,,"6488729da7ac1c79""",155 lbs.,6,1466
0,Jason,"5' 5""",McLean,4,--,,"8336d7a85ce45481""",145 lbs.,6,1467
0,Garreth,"6' 1""",McLellan,6,"72.0""",Southpaw,"f215cfbd4ba3c270""",185 lbs.,13,1468
0,Sara,"5' 6""",McMann,5,"66.0""",Orthodox,"7be74a12d7352df2""",135 lbs.,11,1469
0,James,"6' 4""",McSweeney,9,"77.0""",Switch,"cac08b8685387ca5""",230 lbs.,6,1470
0,Daniel,"6' 1""",McWilliams,19,--,,"7b03d9df5910917d""",185 lbs.,9,1471
1,Tim,"6' 2""",Means,10,"75.0""",Orthodox,"4b47e71384a9522f""",170 lbs.,27,1472
0,Yancy,"5' 10""",Medeiros,5,"75.0""",Orthodox,"813550bc53b15fb0""",170 lbs.,15,1473
0,Anistavio,"5' 6""",Medeiros,8,--,Orthodox,"2937cb502dda0808""",145 lbs.,15,1474
0,Kaline,"5' 3""",Medeiros,5,--,,"263af068bd986548""",115 lbs.,8,1475
0,Todd,"5' 10""",Medina,9,--,Southpaw,"b60391da771deefe""",193 lbs.,11,1476
1,Jason,"5' 9""",Medina,13,--,,"f53fb9d9e57cc38e""",180 lbs.,21,1477
0,Gerald,"6' 1""",Meerschaert,9,"77.0""",Southpaw,"6ac9bc2953c47345""",185 lbs.,27,1478
0,Derrick,"6' 4""",Mehmen,4,--,,"6c7dafd03b6cc3f8""",205 lbs.,12,1479
0,Miika,--,Mehmet,4,--,Orthodox,"41dca66f9dadfc86""",205 lbs.,3,1480
0,Jordan,"6' 0""",Mein,12,"73.0""",Orthodox,"2aa49b3766a59bcd""",170 lbs.,30,1481
0,Brian,"5' 8""",Melancon,3,"72.0""",Orthodox,"eee7dafac7d672b5""",170 lbs.,7,1482
0,Brandon,"5' 11""",Melendez,21,--,Southpaw,"2b06b6ad5db63348""",155 lbs.,26,1483
0,Gilbert,"5' 9""",Melendez,7,"73.0""",Orthodox,"aa5b4eff51bdc7d1""",145 lbs.,22,1484
0,Fabio,"5' 5""",Mello,6,--,Southpaw,"8a028648f3f0761d""",155 lbs.,8,1485
0,Antonio,"6' 3""",Mendes,10,"77.0""",Southpaw,"3795fca327cbcf23""",205 lbs.,17,1486
0,Chad,"5' 6""",Mendes,4,"66.0""",Orthodox,"b5b684eac99ae0a3""",145 lbs.,17,1487
0,Augusto,"5' 6""",Mendes,2,"65.0""",Orthodox,"3d5b1ce6097dbb49""",135 lbs.,6,1488
1,Eddie,"5' 10""",Mendez,2,"76.0""",,"49e49b54e5901d0d""",185 lbs.,7,1489
0,Pietro,"5' 7""",Menga,0,"68.0""",Southpaw,"869d68b5383131fd""",125 lbs.,13,1490
0,Ivan,"5' 6""",Menjivar,12,"64.0""",Orthodox,"5755960ebd0b16f6""",145 lbs.,25,1491
2,Dave,"5' 10""",Menne,16,--,Orthodox,"275cafc9de131c83""",170 lbs.,44,1492
2,Steve,"5' 11""",Mensing,11,--,Orthodox,"3bc27ec15facbcf3""",185 lbs.,7,1493
0,Buck,"6' 2""",Meredith,3,--,,"36120738148f203f""",185 lbs.,3,1494
0,Joe,"6' 0""",Merritt,1,"73.0""",Orthodox,"e82d5f54daa85a7e""",170 lbs.,6,1495
0,Jeremiah,"6' 1""",Metcalf,7,--,Orthodox,"5bdcbd8dd681a257""",185 lbs.,13,1496
0,Jonathan,"6' 3""",Meunier,1,"75.0""",Switch,"5823ceab56741617""",170 lbs.,8,1497
0,Yaotzin,"5' 9""",Meza,11,"74.0""",Orthodox,"3623bd267a2eef2e""",145 lbs.,21,1498
2,Guy,"6' 1""",Mezger,14,--,Orthodox,"946f341df6472ee0""",200 lbs.,30,1499
0,David,"5' 9""",Michaud,2,"72.0""",Orthodox,"49f4b511932f71e9""",155 lbs.,8,1500
2,Chris,"5' 9""",Mickle,16,--,Orthodox,"f903967fd320da38""",145 lbs.,28,1501
0,Zachary,"6' 0""",Micklewright,3,"74.0""",Southpaw,"a36a14985a57a1c6""",155 lbs.,11,1502
0,Kristof,"6' 1""",Midoux,10,--,Orthodox,"5b5b9c6f6f270369""",220 lbs.,6,1503
0,Gabriel,"5' 8""",Miglioli,9,--,,"a6fa5dd90528e9f7""",170 lbs.,9,1504
0,Bojan,"5' 11""",Mihajlovic,6,"73.0""",Orthodox,"d6285cba1d1052e0""",205 lbs.,10,1505
2,Pat,"5' 10""",Miletich,7,--,Orthodox,"cedfdf8d423d500c""",170 lbs.,29,1506
0,Curtis,"6' 2""",Millender,3,"76.0""",Orthodox,"f1928a52590c5532""",170 lbs.,15,1507
0,Phillip,"5' 11""",Miller,0,--,Orthodox,"18aecaf50f52e4c3""",185 lbs.,16,1508
0,Jason,"6' 1""",Miller,10,"72.0""",Orthodox,"b2f88c04c4dd43ce""",185 lbs.,34,1509
0,Dan,"6' 1""",Miller,8,"74.0""",Orthodox,"d0c29452d3272603""",185 lbs.,14,1510
0,Jim,"5' 8""",Miller,11,"71.0""",Southpaw,"d1941565abf50b16""",155 lbs.,28,1511
0,Cole,"6' 1""",Miller,11,"74.0""",Orthodox,"282fa667ff9c51ed""",145 lbs.,21,1512
0,Henry,"5' 7""",Miller,13,--,Southpaw,"45a2ba3ef82b9700""",270 lbs.,6,1513
0,Micah,"6' 0""",Miller,4,--,Orthodox,"3ff0d0dc7a14bb50""",145 lbs.,17,1514
0,Aaron,"5' 9""",Miller,10,--,,"a4d055f1435d6d75""",145 lbs.,14,1515
0,Che,"6' 1""",Mills,5,"76.0""",Orthodox,"6cadfd8f1d9e7685""",170 lbs.,15,1516
0,Adam,"6' 3""",Milstead,2,"76.0""",Orthodox,"72ffecf712673af1""",240 lbs.,8,1517
0,Alberto,"6' 0""",Mina,0,"77.0""",Orthodox,"4b1d46a1b5c0fd11""",170 lbs.,13,1518
0,Vitaly,"6' 2""",Minakov,0,--,,"56c975c4a2b357a5""",249 lbs.,20,1519
8,Ikuhisa,"5' 9""",Minowa,32,--,Orthodox,"ce6065baef021cf3""",181 lbs.,51,1520
0,Stipe,"6' 4""",Miocic,2,"80.0""",Orthodox,"d28dee5c705991df""",240 lbs.,18,1521
0,Frank,"6' 3""",Mir,11,"79.0""",Southpaw,"1ff9589f9065a9ed""",264 lbs.,18,1522
0,Juan,--,Miranda,4,--,,"be8ad887e4d674b0""",155 lbs.,7,1523
0,Mario,"6' 3""",Miranda,3,"74.0""",Orthodox,"df2bf09c99594848""",185 lbs.,12,1524
0,Vitor,"6' 1""",Miranda,6,"77.0""",Orthodox,"4bcb6eb12b4ad4aa""",185 lbs.,13,1525
0,Damir,"6' 0""",Mirenic,4,--,Orthodox,"992c82450d96f726""",185 lbs.,8,1526
2,Kazuo,"5' 8""",Misaki,11,--,Orthodox,"5e7a28f20927d64a""",183 lbs.,24,1527
2,Dokonjonosuke,"5' 7""",Mishima,7,--,Southpaw,"b14a68c533f4a4aa""",155 lbs.,20,1528
0,Felix Lee,--,Mitchell,7,--,Orthodox,"6cbb7661c3258617""",--,2,1529
0,David,"6' 0""",Mitchell,4,"76.0""",Orthodox,"8f3df4c579cfbb69""",170 lbs.,12,1530
1,Danny,"6' 2""",Mitchell,6,"74.0""",Orthodox,"c06d554ce1713fd3""",170 lbs.,14,1531
0,Brad,"5' 11""",Mitchell,2,--,,"7263e0dc082adc87""",145 lbs.,4,1532
0,Roman,"5' 10""",Mitichyan,3,--,Orthodox,"2961be02cfb0d2c1""",170 lbs.,7,1533
0,Matt,"6' 3""",Mitrione,5,"79.0""",Switch,"ba280572acfba13f""",265 lbs.,9,1534
2,Eiji,"5' 7""",Mitsuoka,9,--,Southpaw,"2b4faacc16d66898""",145 lbs.,18,1535
0,Hiromitsu,"5' 9""",Miura,6,"71.0""",Orthodox,"509697e08673d2e5""",170 lbs.,9,1536
7,Tomoya,"5' 7""",Miyashita,9,--,Southpaw,"c9885b1b7c7055a0""",139 lbs.,17,1537
0,Kazuyuki,"5' 8""",Miyata,8,--,Orthodox,"af70d268e5352186""",139 lbs.,11,1538
0,Motoki,"5' 11""",Miyazawa,3,--,Southpaw,"9649d75defe0dedb""",168 lbs.,7,1539
2,Takeya,"5' 7""",Mizugaki,11,"68.0""",Orthodox,"48e093ea1f43a053""",135 lbs.,21,1540
1,Tatsuya,"6' 1""",Mizuno,7,--,Southpaw,"478c8706bdb92440""",205 lbs.,10,1541
0,Roxanne,"5' 7""",Modafferi,15,"69.0""",,"4498b382c65a7faa""",125 lbs.,21,1542
0,Nate,"5' 9""",Mohr,7,"72.0""",Orthodox,"04c15b52c3cc1cab""",155 lbs.,9,1543
0,Ashkan,"5' 6""",Mokhtarian,3,"67.0""",Southpaw,"e9bc5748e6a76bb6""",125 lbs.,13,1544
4,Hidetaka,"6' 0""",Monma,10,--,Orthodox,"a8e133139286df84""",168 lbs.,17,1545
1,Jeff,"5' 9""",Monson,12,"74.0""",Orthodox,"cbfd1d34356a004c""",247 lbs.,43,1546
0,Darrell,"5' 6""",Montague,5,"67.0""",Southpaw,"bffeb123b21c9aad""",125 lbs.,13,1547
1,Andrew,--,Montanez,12,--,,"72c9c2eadfc3277e""",185 lbs.,9,1548
0,Augusto,"6' 1""",Montano,3,"73.0""",Orthodox,"94508d80e1f885fc""",170 lbs.,15,1549
0,Erick,"6' 0""",Montano,5,"73.0""",Orthodox,"8163cd7de0342652""",170 lbs.,8,1550
0,Nicco,"5' 5""",Montano,2,"65.0""",Southpaw,"1de9ad94de18eeaf""",125 lbs.,5,1551
0,Steve,"6' 4""",Montgomery,4,"75.0""",Southpaw,"6e92eb1242b46636""",185 lbs.,8,1552
0,James,"5' 10""",Moontasri,5,"71.0""",Switch,"c06a9b48d4132c8e""",170 lbs.,9,1553
2,Homer,"5' 10""",Moore,9,--,Orthodox,"e56df3c1d8b4b1cc""",205 lbs.,25,1554
0,Todd,"5' 9""",Moore,5,"71.0""",Southpaw,"e31502e3f79d00c5""",170 lbs.,14,1555
0,Nate,"6' 0""",Moore,3,--,,"518e5202a91980d4""",170 lbs.,7,1556
1,Sergio,"6' 0""",Moraes,4,"72.0""",Orthodox,"1bcaac2d99b90fce""",170 lbs.,13,1557
1,Marlon,"5' 6""",Moraes,5,"67.0""",Orthodox,"fea79f9bc8c68769""",135 lbs.,20,1558
0,John,"5' 6""",Moraga,6,"66.0""",Orthodox,"92437c6775b3f7d1""",125 lbs.,19,1559
1,Ricardo,"6' 8""",Morais,4,--,Orthodox,"2dc7f1762dc0a7ef""",270 lbs.,10,1560
0,Leonardo,"5' 8""",Morales,2,"68.0""",Southpaw,"45230be0641f3f53""",135 lbs.,5,1561
1,Albert,"5' 9""",Morales,4,"72.0""",Orthodox,"544d7460b3e44393""",135 lbs.,7,1562
0,Joseph,"5' 6""",Morales,1,"69.0""",Switch,"2fe9032955c2e013""",125 lbs.,9,1563
0,Sarah,"5' 7""",Moras,4,"67.0""",,"539ed332b3078821""",135 lbs.,5,1564
0,Christian,"6' 6""",Morecraft,3,"81.0""",Orthodox,"80779d7441af1b52""",260 lbs.,7,1565
0,Richardson,"6' 2""",Moreira,4,"72.0""",Orthodox,"9147679e1a4ad4a3""",185 lbs.,7,1566
0,Jesse,"5' 7""",Moreng,1,--,Orthodox,"2e2cdb6e9eb84bb9""",145 lbs.,9,1567
0,Brandon,"5' 7""",Moreno,4,"70.0""",Orthodox,"792be9a24df82ed6""",125 lbs.,14,1568
